time(UTC),error,lowalarm,highalarm,Accumulated Real Energy Net (kWh),"Real Energy Quadrants 1 & 4, Import (kWh)","Real Energy Quadrants 2 & 3, Export (kWh)",Reactive Energy Quadrant 1 (VARh),Reactive Energy Quadrant 2 (VARh),Reactive Energy Quadrant 3 (VARh),Reactive Energy Quadrant 4 (VARh),Apparent Energy Net (VAh),Apparent Energy Quadrants 1 & 4 (VAh),Apparent Energy Quadrants 2 & 3 (VAh),Total Net Instantaneous Real Power (kW),Total Net Instantaneous Reactive Power (kVAR),Total Net Instantaneous Apparent Power (kVA),Total Power Factor,"Voltage, L-L, 3p Ave (Volts)","Voltage, L-N, 3p Ave (Volts)","Current, 3p Ave (Amps)",Frequency (Hz),Total Real Power Present Demand (kW),Total Reactive Power Present Demand (kVAR),Total Apparent Power Present Demand (kVA),"Total Real Power Max Demand, Import (kW)","Total Reactive Power Max Demand, Import (kVAR)","Total Apparent Power Max Demand, Import (kVA)","Total Real Power Max Demand, Export (kW)","Total Reactive Power Max Demand, Export (kVAR)","Total Apparent Power Max Demand, Export (kVA)","Accumulated Real Energy, Phase A, Import (kW)","Accumulated Real Energy, Phase B, Import (kW)","Accumulated Real Energy, Phase C, Import (kW)","Accumulated Real Energy, Phase A, Export (kW)","Accumulated Real Energy, Phase B, Export (kW)","Accumulated Real Energy, Phase C, Export (kW)","Accumulated Q1 Reactive Energy, Phase A, Import (VARh)","Accumulated Q1 Reactive Energy, Phase B, Import (VARh)","Accumulated Q1 Reactive Energy, Phase C, Import (VARh)","Accumulated Q2 Reactive Energy, Phase A, Import (VARh)","Accumulated Q2 Reactive Energy, Phase B, Import (VARh)","Accumulated Q2 Reactive Energy, Phase C, Import (VARh)","Accumulated Q3 Reactive Energy, Phase A, Export (VARh)","Accumulated Q3 Reactive Energy, Phase B, Export (VARh)","Accumulated Q3 Reactive Energy, Phase C, Export (VARh)","Accumulated Q4 Reactive Energy, Phase A, Export (VARh)","Accumulated Q4 Reactive Energy, Phase B, Export (VARh)","Accumulated Q4 Reactive Energy, Phase C, Export (VARh)","Accumulated Apparent Energy, Phase A, Import (VAh)","Accumulated Apparent Energy, Phase B, Import (VAh)","Accumulated Apparent Energy, Phase C, Import (VAh)","Accumulated Apparent Energy, Phase A, Export (VAh)","Accumulated Apparent Energy, Phase B, Export (VAh)","Accumulated Apparent Energy, Phase C, Export (VAh)","Real Power, Phase A (kW)","Real Power, Phase B (kW)","Real Power, Phase C (kW)","Reactive Power, Phase A (kVAR)","Reactive Power, Phase B (kVAR)","Reactive Power, Phase C (kVAR)","Apparent Power, Phase A (kVA)","Apparent Power, Phase B (kVA)","Apparent Power, Phase C (kVA)","Power Factor, Phase A","Power Factor, Phase B","Power Factor, Phase C","Voltage, Phase A-B (Volts)","Voltage, Phase B-C (Volts)","Voltage, Phase A-C (Volts)","Voltage, Phase A-N (Volts)","Voltage, Phase B-N (Volts)","Voltage, Phase C-N (Volts)","Current, Phase A (Amps)","Current, Phase B (Amps)","Current, Phase C (Amps)"
11/9/2023 8:45,0,0,0,353287.81,353315,27.2,19106.57,2517.51,0.47,12521.52,371107.13,371538.06,430.94,0.01,0.24,0.24,0.05,346.81,186.16,0.3,59.98,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960,58611.09,4.68,4.36,18.17,7429.29,8925.78,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.64,156668.19,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.15,0,0.03,0.07,1,482.05,279.33,279.04,278.99,279.33,0.15,0.34,0.55,0.01
11/9/2023 9:00,0,0,0,353287.81,353315,27.2,19106.63,2517.51,0.47,12521.52,371107.19,371538.13,430.94,0.01,0.23,0.23,0.06,347.08,186.32,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960,58611.09,4.68,4.36,18.17,7429.31,8925.82,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.66,156668.22,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,482.39,279.49,279.36,279.31,279.51,0.15,0.33,0.54,0
11/9/2023 9:15,0,0,0,353287.81,353315,27.2,19106.68,2517.52,0.47,12521.52,371107.25,371538.19,430.94,0.01,0.24,0.24,0.04,347.62,186.64,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960,58611.09,4.68,4.36,18.17,7429.33,8925.85,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.67,156668.25,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.01,0.05,1,483.06,280.05,279.74,279.7,280.06,0.15,0.35,0.54,0
11/9/2023 9:30,0,0,0,353287.81,353315,27.2,19106.74,2517.52,0.47,12521.52,371107.31,371538.25,430.94,0.01,0.23,0.24,0.06,347.28,186.4,0.3,59.94,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960,58611.09,4.68,4.36,18.17,7429.36,8925.89,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.72,156668.28,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.15,0,0.04,0.07,1,482.77,279.65,279.43,279.39,279.65,0.15,0.34,0.54,0.01
11/9/2023 9:45,0,0,0,353287.81,353315,27.2,19106.8,2517.52,0.47,12521.52,371107.38,371538.31,430.94,0.01,0.24,0.24,0.05,346.81,186.14,0.3,59.98,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960,58611.09,4.68,4.36,18.17,7429.38,8925.92,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.73,156668.31,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.03,0.06,1,482.11,279.36,278.97,278.92,279.36,0.15,0.35,0.56,0
11/9/2023 10:00,0,0,0,353287.81,353315,27.2,19106.86,2517.52,0.47,12521.52,371107.44,371538.38,430.94,0.01,0.24,0.24,0.05,347.02,186.25,0.3,59.88,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.02,58611.09,4.68,4.36,18.17,7429.4,8925.96,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.77,156668.36,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.03,0.07,1,482.43,279.44,279.18,279.13,279.46,0.15,0.34,0.55,0
11/9/2023 10:15,0,0,0,353287.84,353315.03,27.2,19106.91,2517.52,0.47,12521.52,371107.47,371538.41,430.94,0.01,0.25,0.25,0.05,346.75,186.1,0.31,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.02,58611.09,4.68,4.36,18.17,7429.42,8926,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.78,156668.39,60485.52,242.09,84.02,2197.47,0,0.01,0,0.1,0.15,0,0.1,0.15,0,0.02,0.07,1,482.07,279.25,278.94,278.9,279.26,0.15,0.36,0.56,0
11/9/2023 10:30,0,0,0,353287.84,353315.03,27.2,19106.97,2517.52,0.47,12521.52,371107.53,371538.47,430.94,0.01,0.24,0.24,0.06,346.76,186.09,0.3,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.02,58611.09,4.68,4.36,18.17,7429.44,8926.03,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.8,156668.42,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.04,0.07,1,482.12,279.26,278.9,278.86,279.26,0.15,0.34,0.55,0
11/9/2023 10:45,0,0,0,353287.84,353315.03,27.2,19107.03,2517.52,0.47,12521.52,371107.59,371538.53,430.94,0.01,0.23,0.23,0.06,346.59,186.03,0.29,59.93,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.02,58611.09,4.68,4.36,18.17,7429.47,8926.07,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.83,156668.45,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,481.8,279.21,278.76,278.72,279.22,0.15,0.34,0.54,0
11/9/2023 11:00,0,0,0,353287.84,353315.03,27.2,19107.09,2517.52,0.47,12521.52,371107.69,371538.63,430.94,0.01,0.23,0.23,0.06,345.62,185.52,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.02,58611.09,4.68,4.36,18.17,7429.49,8926.1,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.84,156668.5,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.08,1,480.54,278.35,278.16,278.11,278.36,0.15,0.34,0.54,0
11/9/2023 11:15,0,0,0,353287.84,353315.03,27.2,19107.14,2517.52,0.47,12521.52,371107.75,371538.69,430.94,0.01,0.23,0.23,0.05,344.99,185.2,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.02,58611.09,4.68,4.36,18.17,7429.51,8926.14,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.88,156668.53,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,479.48,277.84,277.65,277.59,277.85,0.15,0.34,0.53,0
11/9/2023 11:30,0,0,0,353287.84,353315.03,27.2,19107.2,2517.52,0.47,12521.52,371107.78,371538.72,430.94,0.02,0.23,0.23,0.07,344.09,184.7,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.05,58611.09,4.68,4.36,18.17,7429.53,8926.17,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.89,156668.56,60485.52,242.09,84.02,2197.47,0,0.01,0,0.08,0.14,0,0.08,0.14,0,0.06,0.08,1,478.28,277.34,276.65,276.61,277.35,0.15,0.32,0.54,0.01
11/9/2023 11:45,0,0,0,353287.84,353315.03,27.2,19107.26,2517.52,0.47,12521.52,371107.84,371538.78,430.94,0.01,0.23,0.23,0.05,344.57,184.98,0.3,59.97,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.05,58611.09,4.68,4.36,18.17,7429.55,8926.21,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.91,156668.59,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,478.88,277.56,277.27,277.22,277.57,0.15,0.34,0.54,0.01
11/9/2023 12:00,0,0,0,353287.84,353315.03,27.2,19107.32,2517.52,0.47,12521.52,371107.91,371538.84,430.94,0.01,0.23,0.23,0.06,344.14,184.76,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.05,58611.09,4.68,4.36,18.17,7429.58,8926.25,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.94,156668.64,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.08,1,478.27,277.2,276.96,276.92,277.21,0.15,0.34,0.53,0
11/9/2023 12:15,0,0,0,353287.84,353315.03,27.2,19107.38,2517.52,0.47,12521.52,371107.97,371538.91,430.94,0.01,0.23,0.23,0.05,343.7,184.52,0.29,59.98,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.05,58611.09,4.68,4.36,18.17,7429.6,8926.28,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.95,156668.67,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,477.65,276.83,276.61,276.56,276.84,0.15,0.34,0.54,0
11/9/2023 12:30,0,0,0,353287.84,353315.03,27.2,19107.43,2517.52,0.47,12521.52,371108.03,371538.97,430.94,0.01,0.23,0.23,0.03,343,184.19,0.3,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.05,58611.09,4.68,4.36,18.17,7429.62,8926.32,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152380.97,156668.72,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,-0.01,0.05,1,476.54,276.5,275.97,275.91,276.51,0.15,0.35,0.54,0.01
11/9/2023 12:45,0,0,0,353287.88,353315.06,27.2,19107.49,2517.52,0.47,12521.52,371108.06,371539,430.94,0.01,0.23,0.23,0.06,343.35,184.3,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.05,58611.09,4.68,4.36,18.17,7429.64,8926.35,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152381,156668.75,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,477.26,276.58,276.23,276.18,276.58,0.15,0.34,0.53,0.01
11/9/2023 13:00,0,0,0,353287.88,353315.06,27.2,19107.55,2517.52,0.47,12521.52,371108.13,371539.06,430.94,0.01,0.23,0.23,0.05,342.47,183.87,0.29,59.96,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.89,148960.06,58611.09,4.68,4.36,18.17,7429.67,8926.39,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152381.02,156668.78,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,475.9,275.85,275.65,275.61,275.85,0.15,0.34,0.54,0
11/9/2023 13:15,0,0,0,353287.88,353315.06,27.2,19107.6,2517.52,0.47,12521.52,371108.19,371539.13,430.94,0.01,0.23,0.23,0.06,344.05,184.7,0.3,59.89,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.91,148960.06,58611.09,4.68,4.36,18.17,7429.69,8926.42,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152381.05,156668.83,60485.52,242.09,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.03,0.07,1,478.17,277.15,276.84,276.79,277.15,0.15,0.34,0.54,0.01
11/9/2023 13:30,0,0,0,353287.88,353315.06,27.2,19107.66,2517.52,0.47,12521.52,371108.25,371539.19,430.94,0.02,0.22,0.23,0.07,343.76,184.52,0.29,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.91,148960.06,58611.09,4.68,4.36,18.17,7429.71,8926.46,2751.5,240.11,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152381.06,156668.86,60485.52,242.09,84.02,2197.47,0.01,0.01,0,0.08,0.14,0,0.08,0.14,0,0.06,0.08,1,477.83,277.01,276.44,276.39,277.01,0.15,0.32,0.54,0.01
11/9/2023 13:45,0,0,0,353287.88,353315.06,27.2,19107.71,2517.52,0.47,12521.52,371108.31,371539.25,430.94,0.01,0.22,0.22,0.06,343.65,184.5,0.29,60.04,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.91,148960.06,58611.09,4.68,4.36,18.17,7429.73,8926.49,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152381.08,156668.89,60485.52,242.1,84.02,2197.47,0,0.01,0,0.09,0.14,0,0.09,0.14,0,0.04,0.07,1,477.55,276.94,276.47,276.41,276.95,0.15,0.33,0.53,0.01
11/9/2023 14:00,0,0,0,353287.88,353315.06,27.2,19107.77,2517.52,0.47,12521.52,371108.34,371539.28,430.94,0.01,0.24,0.22,0.07,344.25,184.81,0.29,60.02,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.91,148960.06,58611.09,4.68,4.36,18.17,7429.75,8926.53,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152381.09,156668.92,60485.52,242.1,84.02,2197.47,0,0.01,0,0.09,0.15,0,0.09,0.15,0,0.01,0.06,1,478.61,277.45,276.95,276.9,277.45,0.15,0.35,0.55,0.01
11/9/2023 14:15,0,0,0,353287.88,353315.06,27.2,19107.82,2517.53,0.47,12521.52,371108.41,371539.34,430.94,0.1,0.16,0.19,0.52,343.43,184.39,0.74,60.01,0.01,0.23,0.23,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.91,148960.06,58611.09,4.68,4.36,18.17,7429.76,8926.56,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.38,872.52,152381.13,156668.95,60485.52,242.1,84.02,2197.47,0.09,0.01,0,0.02,0.14,0,0.09,0.14,0,0.97,0.07,1,477.21,276.85,276.21,276.16,276.85,0.15,1.65,0.54,0.02
11/9/2023 14:30,0,0,0,353287.97,353315.16,27.2,19107.85,2517.53,0.47,12521.52,371108.5,371539.44,430.94,0.72,-0.06,0.72,1,347.39,186.53,1.51,60.01,0.08,0.17,0.2,28.67,0.52,28.67,-15.96,-1.61,15.96,145743.95,148960.09,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.39,872.52,152381.17,156669.02,60485.52,242.1,84.02,2197.47,0.33,0.39,0,0,-0.06,0,0.33,0.39,0,1,0.99,1,482.67,279.91,279.58,279.53,279.91,0.15,2.28,2.22,0.04
11/9/2023 14:45,0,0,0,353288.13,353315.31,27.2,19107.85,2517.53,0.47,12521.54,371108.66,371539.59,430.94,1,-0.1,1,0.99,346.94,186.32,1.76,60.02,0.48,-0.01,0.49,28.67,0.52,28.67,-15.96,-1.61,15.96,145744.03,148960.19,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.62,5549.41,872.52,152381.25,156669.11,60485.52,242.1,84.02,2197.47,0.47,0.53,0,-0.02,-0.09,0,0.47,0.54,0,1,0.99,1,481.96,279.63,279.21,279.17,279.64,0.15,2.63,2.6,0.04
11/9/2023 15:00,0,0,0,353288.56,353315.75,27.2,19107.85,2517.53,0.47,12521.58,371109.16,371540.09,430.94,2.96,-0.25,2.97,1,347.5,186.56,3.86,60.05,0.93,-0.09,0.94,28.67,0.52,28.67,-15.96,-1.61,15.96,145744.25,148960.42,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.63,5549.44,872.52,152381.47,156669.34,60485.52,242.1,84.02,2197.47,1.36,1.6,0,-0.08,-0.17,0,1.37,1.61,0,1,0.99,1,483.16,280.56,279.4,279.36,280.57,0.15,5.45,6.09,0.07
11/9/2023 15:15,0,0,0,353289.28,353316.47,27.2,19107.85,2517.53,0.47,12521.65,371109.84,371540.78,430.94,1.62,-0.16,1.63,1,347.07,186.35,2.4,60.01,2.74,-0.24,2.75,28.67,0.52,28.67,-15.96,-1.61,15.96,145744.58,148960.81,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.65,5549.48,872.52,152381.78,156669.73,60485.52,242.1,84.02,2197.47,0.75,0.88,0,-0.04,-0.12,0,0.75,0.89,0,1,0.99,1,482.29,279.85,279.06,279.01,279.87,0.15,3.48,3.68,0.05
11/9/2023 15:30,0,0,0,353289.97,353317.16,27.2,19107.85,2517.53,0.47,12521.71,371110.53,371541.47,430.94,4.78,-0.38,4.8,1,347.89,186.85,5.98,60.01,2.13,-0.2,2.14,28.67,0.52,28.67,-15.96,-1.61,15.96,145744.89,148961.17,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.67,5549.52,872.52,152382.11,156670.11,60485.52,242.1,84.02,2197.47,2.29,2.5,0,-0.13,-0.25,0,2.29,2.51,0,1,1,1,483.23,280.78,279.66,279.62,280.79,0.15,8.63,9.22,0.1
11/9/2023 15:45,0,0,0,353291.31,353318.5,27.2,19107.85,2517.53,0.47,12521.84,371111.91,371542.84,430.94,5.24,-0.51,5.27,1,349.08,187.45,6.74,60.01,4.11,-0.37,4.13,28.67,0.52,28.67,-15.96,-1.61,15.96,145745.53,148961.89,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.71,5549.61,872.52,152382.75,156670.84,60485.52,242.1,84.02,2197.47,2.44,2.79,0,-0.14,-0.37,0,2.45,2.82,0,1,0.99,1,485,281.5,280.75,280.69,281.51,0.15,9.16,10.95,0.12
11/9/2023 16:00,0,0,0,353292.84,353320.03,27.2,19107.85,2517.53,0.47,12521.98,371113.38,371544.31,430.94,8.15,-0.77,8.17,1,347.4,186.61,10.34,60,5.6,-0.56,5.63,28.67,0.52,28.67,-15.96,-1.61,15.96,145746.22,148962.69,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.76,5549.7,872.52,152383.44,156671.64,60485.52,242.1,84.02,2197.47,3.77,4.37,0,-0.3,-0.47,0,3.79,4.4,0,1,0.99,1,482.67,280.71,279.27,279.22,280.71,0.15,14.46,16.42,0.17
11/9/2023 16:15,0,0,0,353294.69,353321.88,27.2,19107.85,2517.53,0.47,12522.16,371115.22,371546.16,430.94,7.72,-0.73,7.76,1,347.82,186.87,9.85,60.01,6.65,-0.64,6.68,28.67,0.52,28.67,-15.96,-1.61,15.96,145747.06,148963.7,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.83,5549.81,872.52,152384.28,156672.64,60485.52,242.1,84.02,2197.47,3.54,4.18,0,-0.28,-0.45,0,3.55,4.21,0,1,0.99,1,482.96,280.95,279.55,279.51,280.96,0.15,13.66,15.74,0.17
11/9/2023 16:30,0,0,0,353296.34,353323.53,27.2,19107.85,2517.53,0.47,12522.33,371116.91,371547.84,430.94,5.81,-0.62,5.84,0.99,347.22,186.47,7.67,60.03,7.01,-0.68,7.04,28.67,0.52,28.67,-15.96,-1.61,15.96,145747.83,148964.59,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.89,5549.92,872.52,152385.06,156673.55,60485.52,242.1,84.02,2197.47,2.69,3.12,0,-0.25,-0.37,0,2.7,3.14,0,1,0.99,1,482.34,280.31,278.99,278.95,280.33,0.15,10.79,12.08,0.13
11/9/2023 16:45,0,0,0,353297.38,353324.56,27.2,19107.85,2517.53,0.47,12522.42,371117.94,371548.88,430.94,3.91,-0.32,3.92,1,346.53,186.18,4.99,60.01,6.02,-0.58,6.05,28.67,0.52,28.67,-15.96,-1.61,15.96,145748.31,148965.16,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.92,5549.98,872.52,152385.53,156674.11,60485.52,242.1,84.02,2197.47,1.8,2.11,0,-0.1,-0.22,0,1.8,2.12,0,1,0.99,1,481.16,279.56,278.86,278.81,279.57,0.15,6.97,7.9,0.09
11/9/2023 17:00,0,0,0,353299,353326.19,27.2,19107.85,2517.53,0.47,12522.57,371119.59,371550.53,430.94,6.86,-0.71,6.9,0.99,347.27,186.49,8.87,60.01,4.42,-0.4,4.43,28.67,0.52,28.67,-15.96,-1.61,15.96,145749.06,148966.05,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6099.98,5550.08,872.52,152386.3,156674.98,60485.52,242.1,84.02,2197.47,3.16,3.67,0,-0.29,-0.42,0,3.18,3.7,0,1,0.99,1,482.3,280.48,278.89,278.84,280.51,0.15,12.39,13.98,0.15
11/9/2023 17:15,0,0,0,353299.88,353327.06,27.2,19107.85,2517.53,0.47,12522.65,371120.44,371551.38,430.94,3.61,-0.32,3.62,1,346.62,186.13,4.65,60.02,6.09,-0.59,6.12,28.67,0.52,28.67,-15.96,-1.61,15.96,145749.47,148966.48,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6100.01,5550.13,872.52,152386.67,156675.45,60485.52,242.1,84.02,2197.47,1.62,1.99,0,-0.11,-0.21,0,1.62,2,0,1,0.99,1,481.61,279.68,278.58,278.52,279.71,0.15,6.39,7.47,0.09
11/9/2023 17:30,0,0,0,353300.56,353327.75,27.2,19107.85,2517.53,0.47,12522.71,371121.16,371552.09,430.94,3.33,-0.27,3.34,1,346.23,185.97,4.32,60.01,2.82,-0.25,2.83,28.67,0.52,28.67,-15.96,-1.61,15.96,145749.78,148966.88,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6100.03,5550.17,872.52,152387.02,156675.83,60485.52,242.1,84.02,2197.47,1.55,1.78,0,-0.08,-0.19,0,1.55,1.79,0,1,0.99,1,480.88,279.41,278.38,278.33,279.42,0.15,6.14,6.75,0.08
11/9/2023 17:45,0,0,0,353301.63,353328.81,27.2,19107.85,2517.53,0.47,12522.81,371122.22,371553.16,430.94,3.3,-0.28,3.31,1,345.74,185.72,4.3,60.01,3.29,-0.28,3.3,28.67,0.52,28.67,-15.96,-1.61,15.96,145750.28,148967.45,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6100.06,5550.23,872.52,152387.52,156676.41,60485.52,242.1,84.02,2197.47,1.53,1.78,0,-0.09,-0.18,0,1.53,1.79,0,1,0.99,1,480.18,279.05,277.98,277.93,279.07,0.15,6.05,6.77,0.08
11/9/2023 18:00,0,0,0,353302.47,353329.66,27.2,19107.85,2517.53,0.47,12522.88,371123.06,371554,430.94,3.31,-0.28,3.32,1,346.02,185.78,4.3,59.98,3.93,-0.35,3.94,28.67,0.52,28.67,-15.96,-1.61,15.96,145750.66,148967.88,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6100.08,5550.28,872.52,152387.89,156676.86,60485.52,242.1,84.02,2197.47,1.54,1.77,0,-0.1,-0.18,0,1.55,1.77,0,1,0.99,1,480.82,279.24,278,277.93,279.26,0.15,6.1,6.72,0.08
11/9/2023 18:15,0,0,0,353303.31,353330.5,27.2,19107.85,2517.53,0.47,12522.95,371123.94,371554.88,430.94,3.9,-0.33,3.91,1,346.29,186,4.99,60.01,3.36,-0.29,3.37,28.67,0.52,28.67,-15.96,-1.61,15.96,145751.06,148968.34,58611.09,4.68,4.36,18.17,7429.76,8926.58,2751.5,240.12,81.62,2195.79,0.02,0.44,0.01,6100.11,5550.33,872.52,152388.28,156677.31,60485.52,242.1,84.02,2197.47,1.81,2.09,0,-0.11,-0.22,0,1.81,2.11,0,1,0.99,1,480.99,279.2,278.67,278.62,279.22,0.15,7.01,7.86,0.09
